book_id,sim_book_id
6185,156538
22628,248704
22628,138202
22628,733111
22628,23232
22628,1162022
22628,13069935
22628,15789823
22628,8928054
22628,22539
22628,316445
22628,1189878
22628,5453
18405,256008
18405,3412
18405,5368
18405,576666
18405,6217
18405,107301
11735983,13104080
11735983,9593911
11735983,11112619
11735983,10596724
11735983,13547956
11735983,13414446
11735983,13042154
11735983,11563110
11735983,8811134
11735983,13643567
11735983,8659601
11735983,13253276
11735983,9761778
11735983,10345937
99561,6512140
99561,1627267
99561,82434
99561,6138539
99561,3700085
99561,693208
99561,6318426
99561,15745753
99561,9961796
99561,169756
99561,8563789
99561,547866
99561,5152478
99561,1629601
38709,785453
38709,39980
38709,163465
38709,62151
38709,13083
38709,669427
38709,368468
38709,89716
38709,37190
157993,1500209
157993,19312
157993,79121
1656001,6239873
1656001,13183957
1656001,493123
1656001,6479259
1656001,18335634
1656001,93724
1656001,10345937
1656001,7230309
1656001,5391115
1656001,304027
1656001,6262365
1656001,5212771
1656001,2314315
1656001,30334
1656001,6780439
227443,9301
227443,23217
227443,317293
227443,14748
227443,51069
227443,112631
227443,923045
227443,42002
227443,31101
6186357,16177805
6186357,9917938
6186357,6633007
6186357,10596724
6186357,9867814
6186357,764347
6186357,8811134
6186357,7826116
6186357,9975679
6186357,2696181
6186357,6555517
6186357,13414446
6186357,4499214
370493,56728
370493,581409
370493,13083239
370493,767680
370493,835010
370493,786256
370493,310259
370493,44186
370493,420404
370493,119297
370493,47674
370493,197512
370493,310258
370493,140181
370493,147732
370493,858513
370493,10065
1617,494320
1617,163363
1617,5984399
1617,15197
1617,647492
1617,133782
1617,428223
1617,48834
2998,3562
2998,164531
2998,730498
2998,7898
2998,10444
2998,8296
2998,423156
2998,347151
2998,14570
2998,10332
2998,79549
2998,38673
1953,6138
1953,162823
7445,15167
7445,2138727
7445,51741
7445,3367956
7445,534255
9460487,9415956
9460487,9779094
9460487,8603765
9460487,7171748
9460487,13595639
9460487,8041873
9460487,10893214
9460487,10261812
9460487,10431447
17245,48037
17245,219499
17245,194366
17245,765398
19543,138070
19543,6534132
19543,835202
19543,7772
19543,551876
19543,581409
19543,191117
19543,635083
19543,13531024
19543,97643
19543,176626
18131,34284
18131,222576
18131,11831
18131,24784
18131,295801
18131,378
18131,3980
18131,1140802
18131,423156
18131,176534
18131,468116
18131,53495
18131,232576
21787,169879
21787,674749
21787,768878
21787,77366
21787,40223
21787,331830
21787,13929
21787,24781
21787,11306
21787,40159
21787,64222
21787,148809
21787,183658
15507958,9981618
15507958,17286747
15507958,16158535
15507958,9712341
15507958,16151178
15507958,12033455
3777732,6527740
3777732,6468666
3777732,7747064
3777732,8428064
3777732,6918909
3777732,10710406
3777732,10800916
3777732,8069828
3777732,9662386
3777732,3570231
32542,13148
32542,15159
32542,4035
32542,79885
32542,540020
32542,7869
32542,64864
32542,23807
32542,37304
32542,341587
11084145,798635
11084145,8468297
11084145,222146
19288043,7093952
19288043,11367726
19288043,7159515
19288043,7180727
19288043,12617758
19288043,31391
19288043,19486412
19288043,13158800
5060378,39801
5060378,3322382
5060378,443291
11857408,15704485
11857408,13596809
11857408,13612739
11857408,16070018
11857408,15842441
11857408,11227043
11857408,15724654
11857408,13038680
11857408,13639050
11857408,16136959
11857408,12647642
7244,7742
7244,11206
1582996,5996153
1582996,3558003
1582996,7263429
1582996,13544184
1582996,13487029
1582996,6682769
1582996,2753843
1582996,7831742
1582996,775973
1582996,199781
1582996,11454587
1582996,3054684
3473,82814
3473,9282
3473,16006
9416,227941
9416,2068676
9416,82747
9416,7537072
9416,474634
15745753,15798757
15745753,15798660
15745753,11819981
15745753,13628178
15745753,17210470
15745753,13591678
15745753,17332968
15745753,82434
15745753,10836471
15745753,23714521
10572,55401
10572,9832370
10572,8253920
10572,395962
10572,9300768
10572,133664
10572,93768
10572,400354
452306,199687
452306,516182
452306,649514
452306,82781
452306,295117
452306,5711749
452306,357105
10964,815150
10964,3701590
10964,608216
10964,114162
10507293,12924253
10507293,11112619
10507293,13104080
10507293,10193062
10507293,12908877
10507293,10637748
10507293,9659607
10507293,15513156
10507293,12663646
10507293,12677913
10507293,10345927
10507293,11594257
28186,112879
28186,1524173
28186,10560331
28186,2802316
28186,2402971
28186,2159225
28186,215541
28186,28195
28186,385742
9418327,12511117
9418327,12143200
9418327,10211494
9418327,12358
9418327,7284508
9418327,17345259
9418327,6534932
9418327,6948511
7735333,6217361
7735333,6555517
7735333,7059135
7735333,3039305
7735333,12663646
7735333,13013051
7735333,12476820
7735333,11563110
7735333,9858517
7735333,11861062
7735333,9297774
7735333,8573642
7735333,4499214
7735333,13253276
7735333,8130839
24280,46787
24280,543686
24280,84927
2120932,319644
2120932,5217282
2120932,428036
2120932,555500
2120932,295834
2120932,127823
2120932,2402971
2120932,215542
2120932,5989515
2120932,2208744
2120932,6081980
2120932,106129
4374400,6318426
4374400,3188580
4374400,5819551
4374400,6373717
4374400,9415958
4374400,6604794
4374400,7074259
4374400,1162022
4374400,10947600
4374400,7797874
4374400,5245026
8127,7907
8127,17533
8127,1000751
8127,347151
8127,7926
8127,121406
37442,24937
37442,29127
37442,765300
37442,402045
37442,40217
37442,43545
37442,44170
37442,1251032
37442,32636
8664353,9729504
8664353,541920
8664353,487638
8664353,18728
8664353,7624086
8664353,10058
8664353,9315641
8664353,6411016
7171637,9659607
7171637,8709526
7171637,6594657
7171637,7831742
7171637,13487029
7171637,11563110
7171637,10567183
7171637,10637766
7171637,9662386
7171637,13508069
7171637,9409469
7171637,13416236
7171637,7179686
7171637,7827221
7171637,8288246
7171637,8428064
18143977,11807189
18143977,17329041
18143977,11925514
18143977,7274337
18143977,17456328
18143977,18079776
5358,481372
5358,32682
5358,2430
5358,259538
5358,79885
5358,216131
5358,3410425
5358,540020
5358,13130
234225,99218
234225,13821
15241,104088
15241,127584
15241,219205
15241,91989
15241,65641
15241,187065
15241,29187
15241,371787
15241,7968
15241,68396
2865,321577
2865,28078
2865,4965
2865,8689913
2865,321552
2865,7742
2865,252499
2865,33512
2865,40127
2865,33609
62291,8447255
62291,944076
62291,2152871
62291,28689
18512,110694
18512,40290
18512,239917
18512,65641
18512,201342
18512,13659
18512,15566
18512,116296
6442769,5819551
6442769,9462775
6442769,6512140
6442769,3700085
6442769,12842134
6442769,11699055
6442769,7171748
6442769,213652
6442769,19057
6442769,49746
18710190,10345937
18710190,9593913
18710190,13043180
18710190,13253276
18710190,13049981
18710190,10596724
18710190,12680907
18710190,12383869
18710190,14290364
18710190,8709524
18710190,13188615
18710190,10838787
18710190,9867814
18710190,12792658
5043,414641
5043,12661
5043,138684
5043,100967
6969,7891
6969,77395
1217100,317282
1217100,6882274
1217100,8354134
1217100,389535
1217100,8720917
1217100,7074259
1217100,6316171
1217100,2954411
1217100,4325
1217100,8543252
1217100,51740
1217100,318404
1217100,733111
1217100,5982447
1217100,5510384
23772,6353418
23772,201138
23772,197084
23772,94804
23772,46677
23772,8768
23772,11345770
23772,100480
976,294047
976,113138
976,19688
976,7667
976,31260
976,617526
976,46438
561456,319644
561456,176326
561456,2159225
561456,2836109
561456,831194
561456,2157243
561456,5972040
561456,215540
561456,7939759
561456,3393124
561456,103983
561456,3392898
6310,232109
6310,239810
6310,119253
6310,156770
6310,25051
6310,539072
6310,80674
6310,28875
6310,10065
24770,13170596
24770,7095831
24770,13042154
24770,6555517
24770,5047880
24770,303454
24770,11861062
24770,7540092
24770,8901953
24770,9917998
24770,6390465
24770,8525590
6339664,7740152
6339664,6421588
6339664,7831742
6339664,6763961
6339664,10800916
6339664,9666812
6339664,7488244
6339664,6261522
6339664,544257
6339664,15768191
6339664,9671126
6339664,6377326
6339664,10118172
6339664,8109130
6339664,9553503
6339664,7896345
6339664,13487029
6892870,39795
6892870,9572203
6892870,1328721
6892870,6497645
6892870,82991
6892870,425123
149267,11557
149267,32628
149267,7746259
149267,373915
149267,10661149
149267,19580
5526,7494
5526,82814
5526,1832749
5526,22205
39988,37731
39988,770614
39988,473623
39988,15673
39988,125411
39988,28351
39988,10332
39988,225038
6304335,3099780
6304335,8130839
6304335,6682769
6304335,6543755
6304335,12700337
6304335,10345642
6304335,8493681
6304335,7747064
6304335,7507908
6304335,6289938
6304335,8542996
6304335,8288246
6304335,7827221
6304335,7159016
6304335,7129598
6304335,7130788
6304335,7719245
11235712,9917938
11235712,9415956
11235712,8306761
11235712,12873027
11235712,13581990
11235712,10816908
11235712,13188676
11235712,13062488
11235712,12476820
11235712,6137154
11235712,13929
11235712,16113606
11235712,12977172
11235712,11836538
11235712,11544466
11235712,10345927
9361589,8694389
9361589,11324166
9361589,6369113
9361589,13316328
9361589,8288246
9361589,16060716
9361589,10079321
13497,317504
13497,175983
13497,9832370
13497,28485
13497,902715
13497,400881
13497,153007
13497,3754016
13497,2890090
13497,45101
13497,34541
18007564,8488830
11125,14839
11125,294046
11125,865673
11125,10853886
11125,377347
6400090,104378
6400090,6584188
6400090,217432
6400090,339339
6400090,7707538
6400090,5135798
6400090,42155
16299,93575
16299,32139
16299,25176
16299,754713
16299,3833
4989,3273
4989,6060130
4989,13529
4989,10950924
4989,23316548
4989,6837103
4989,77163
4989,360625
4989,33512
11505797,15842441
11505797,16081272
11505797,12647642
11505797,17166702
11505797,16114861
11505797,15835685
11505797,15742039
11505797,13454149
11505797,17617277
11505797,13312527
11505797,15760001
11505797,15717876
301082,3570231
301082,30242
301082,6587387
301082,5999242
301082,30262
301082,207365
301082,14460
301082,5465066
301082,50749
186074,2767793
186074,9300768
186074,8253920
186074,55398
186074,6585201
186074,2890090
186074,47957
186074,3428935
42156,31101
42156,1580910
42156,648194
42156,2068676
42156,2285777
472331,25104
472331,209968
472331,156530
472331,21330
472331,102958
472331,22401
6487308,2722413
6487308,3657138
6487308,7159016
6487308,6600137
6487308,7100490
6487308,7130788
6487308,13416236
6487308,10567183
6487308,7991200
6487308,7791997
6487308,10324808
6487308,2753843
6487308,7831742
6487308,7091713
6487308,6937878
252577,107430
252577,534255
252577,42718
252577,10079
2728527,2641307
2728527,4618898
2728527,1379961
2728527,250729
2728527,7274337
2728527,3367956
2728527,83083
2728527,6457081
2728527,352965
4502507,295834
4502507,2402971
4502507,5201089
4502507,2179276
4502507,8069828
4502507,33676
4502507,2157243
4502507,385706
4502507,35807
6853,64854
6853,1590979
6853,204475
6853,89160
33,11100431
33,92003
33,1170158
33,45109
33,37684
33,100933
33,68524
249747,536982
249747,59264
249747,176494
249747,169875
249747,24093
249747,47619
13536860,16136959
13536860,15842441
13536860,9442157
13536860,15724654
13536860,15731779
13536860,13612739
13536860,13454149
13536860,10140661
13536860,18149927
13536860,13413762
13536860,12366044
13536860,13602321
13536860,8204005
13536860,13548075
6493208,7054123
6493208,6282334
6493208,8171378
6493208,6452538
168642,96123
168642,231585
168642,333907
168642,12468
168642,30594
37470,1933181
37470,10108
11127,18116
11127,269713
11127,30
11127,11306
11127,77391
11127,65113
11127,312081
11486,395220
11486,3066
4407,34492
4407,359375
4407,68429
4407,21328
4407,61904
4407,91475
4407,9674335
4407,359193
4407,5367
43763,452244
43763,30281
43763,382450
43763,137972
43763,25190
43763,567704
43763,110494
43763,40223
6411961,3124122
6411961,294047
6411961,3202905
6411961,32505
6411961,39033
6411961,6324903
6411961,19707
6411961,13151
10664113,944076
10664113,55401
10664113,45102
10664113,9832370
10664113,17608111
10664113,2767793
10664113,7743175
2156,311308
439288,463780
439288,148769
439288,51740
439288,201114
439288,253106
439288,50925
439288,357581
439288,4052117
439288,270730
439288,3700085
439288,1629601
30183,6289938
30183,2051840
30183,6780439
30183,106085
30183,3389671
30183,775986
6068551,12680993
6068551,6380822
6068551,3064985
6068551,6598207
6068551,7100490
6068551,2321296
6068551,9659607
6068551,321645
6068551,3657138
6068551,6344423
6068551,5495243
6068551,3817859
6068551,3389671
6068551,3188580
6068551,3157877
16068905,14744489
16068905,15798660
16068905,17573559
16068905,12578313
16068905,15805597
16068905,9627755
16068905,17297487
16068905,16119664
16068905,12924304
16068905,15801763
16068905,18079527
16068905,12812550
16068905,11861815
16068905,1189878
16068905,17347389
23807,7869
23807,219535
23807,228200
23807,13148
23807,175243
23807,293101
6867,151928
6867,3388
6867,6259
6752378,8070049
6752378,8501291
6752378,12866426
6752378,6594657
6752378,9833184
6752378,7476122
6752378,6289938
6752378,9409469
6752378,11454587
6752378,9436632
6752378,6368611
6752378,7831742
43615,342445
43615,19580
43615,11557
43615,400906
13023,5659
13023,776407
13023,179565
13023,19301
13023,41684
13023,180617
13023,774449
13023,119502
13023,779021
13023,74998
13023,45181
24213,38673
24213,99111
24213,543164
24213,179639
24213,79549
24213,20413
24213,41684
24213,19337
24213,27712
24213,120711
10614,10605
10614,11580
10614,153025
5886881,12996425
5886881,15818278
5886881,16072980
5886881,1914973
5886881,15776309
5886881,6115138
2839,39980
2839,11831
2839,3980
2839,607931
2839,41457
2839,62151
2839,105999
2839,11824
2839,65954
2839,14358
2839,403722
2839,200362
2839,43475
2839,357664
24337,169875
24337,157055
24337,162719
24337,367349
24337,308732
24337,13836
24337,248484
24337,65093
24337,3697927
24337,69499
24337,161887
1622,384597
1622,763510
1622,18526
1622,380896
47281,785453
47281,820910
47281,353342
47281,91357
47281,15595
47281,529474
47281,826095
47281,816870
47281,128048
47281,69666
47281,638689
47281,106597
47281,207798
47281,8293938
19486412,18693716
19486412,18667976
19486412,18812405
19486412,18339743
19486412,15818362
19486412,15818107
19486412,23346377
7869,5327061
7869,540020
7869,154424
7869,149621
7869,377425
17061,34501
17061,37190
17061,68496
17061,458343
17061,32636
17061,24781
17061,20452208
17061,13547152
17061,24271
5359,341587
5359,15159
5359,32682
5359,13130
5359,2430
5359,481372
5359,1432640
5359,259538
5359,2761626
5359,14785
5359,31260
5359,643974
49750,1629601
49750,790289
49750,50925
49750,16178
49750,253106
233093,846065
233093,505304
233093,223845
233093,125423
233093,413158
233093,94803
233093,44186
233093,279305
8908,1085771
8908,2470643
8908,44190
8908,3993839
10025305,8542996
10025305,7747064
10025305,11563110
10025305,13060608
10025305,9833184
10025305,12812550
10025305,10567183
10025305,9553503
10025305,8501291
10025305,8288246
10025305,9761778
10025305,6918909
10025305,8581936
13145,84839
13145,185911
13145,227729
13145,78131
13145,14785
13145,7907680
13145,32255
13145,128757
13145,64854
556602,95141
556602,10518423
556602,374494
556602,682761
556602,3367956
556602,1998880
556602,10950924
556602,8462668
556602,7274337
556602,11488123
556602,6505109
21996,11297434
21996,2076722
21996,2198274
21996,45000
21996,9530
21996,146274
21996,240373
21996,78508
21996,99199
60748,171001
7631105,6686092
7631105,10193062
7631105,7540092
7631105,16177805
7631105,9917938
7631105,6633007
7631105,13170596
7631105,6555517
7631105,2169506
7631105,4499214
7631105,11861062
7631105,7826116
7631105,9424367
7631105,8901953
2213661,607931
2213661,8466286
2213661,3321722
2213661,34494
2213661,20452208
2213661,8293938
2213661,7999433
2213661,6609764
140225,24781
140225,765300
140225,201345
140225,269713
140225,77276
140225,77395
140225,11313
140225,119253
16160797,17167084
16160797,7307795
16160797,18209454
16160797,13642963
16160797,13528436
16160797,6268632
12067,92377
12067,27000
12067,68497
12067,34284
12067,357
9520360,11309018
9520360,7005865
9520360,9918083
9520360,11512688
9520360,9409469
9520360,10706120
9520360,6693332
9520360,6390465
9520360,10165727
9520360,11198312
9520360,542414
9520360,3359940
9520360,7243142
8755776,13547956
8755776,8709523
8755776,9761778
8755776,9239571
8755776,11765920
8755776,8501291
8755776,10567183
8755776,13643567
8755776,12866426
8755776,8803932
8755776,9064899
8755776,11563110
8755776,10025007
8755776,12995284
4948,1908511
4948,31314
4948,9677870
4948,885187
4948,293595
4948,3124179
4948,284665
30118,105549
30118,10065
30118,630593
30118,767680
30118,1425766
30118,262050
30118,407429
30118,551876
15783514,437093
15783514,15161
15783514,20499240
15783514,15791586
15783514,22886868
15783514,17910048
15783514,10836728
15783514,16164271
12127750,15703770
12127750,10560331
12127750,15801381
12127750,10706120
12127750,5201089
12127750,9307674
12127750,9918083
12127750,12677913
12127750,12025637
12127750,7261549
12127750,12971616
12127750,7939759
12127750,4588949
76620,443103
76620,258392
76620,269713
76620,176972
76620,5659
76620,125190
76620,23340
76620,13664
242006,454856
242006,15167
242006,217402
242006,54935
242006,13547241
242006,8468297
242006,73965
17212231,15841850
17212231,13148921
17212231,15985392
17212231,15791154
17212231,16248078
14891,40496
14891,140963
14891,7907
14891,17728
14891,46231
14891,2641307
7896527,10445208
7896527,10165761
7896527,14061955
7896527,13581990
7896527,13533650
7896527,9565548
7896527,8069828
7896527,8452340
7896527,10816908
7896527,15801763
7896527,11387458
7896527,11983940
7896527,6580510
39999,1967633
39999,278958
39999,69392
39999,175395
39999,161099
39999,91357
18342,11607
18342,11548
18342,19593
18342,62571
18342,36317
18342,6572
18342,11580
18342,33547
32499,32669
32499,3410425
32499,4035
32499,31268
32499,377347
32499,89165
32499,123543
32499,7667
32499,37304
32499,13153
3609760,3609763
3609760,11742691
3609760,13027304
3609760,7726143
3609760,8718952
3609760,8046680
3609760,5489684
3609760,24937
3609760,10661081
3950967,483445
3950967,7331
3950967,24094
3950967,324277
3950967,2567987
3950967,277191
28194,9531
28194,355917
28194,132541
28194,153785
28194,143727
28194,213652
28194,308732
28194,295834
28194,1729146
28194,2208744
28194,227865
29056083,26218178
29056083,29385546
29056083,30653853
29056083,22299763
29056083,29358487
29056083,30687916
29056083,29236299
3236307,10165761
3236307,10445208
3236307,2964700
3236307,963508
3236307,12812550
3236307,8069828
3236307,7877549
3236307,2550219
3236307,8288246
3236307,6580510
9712,228560
33724,93723
33724,194086
33724,9712341
33724,10049436
33724,73090
33724,31099
33724,905885
33724,137098
16143347,17332968
16143347,13591678
16143347,23615709
16143347,18806240
16143347,16074758
16143347,20702546
16143347,17297487
16143347,23714521
16143347,20493997
16143347,18049084
16143347,9429895
1103,51113
1103,139254
1103,3273
1103,348632
1103,2138727
1103,533465
1103,33512
1103,94672
1103,15807
78411,460069
78411,444304
78411,235128
78411,3359940
78411,9475
78411,37190
78411,799073
78411,268917
78411,1167
78411,351018
7736182,10706120
7736182,9918083
7736182,5217282
7736182,6464094
7736182,6950688
7736182,555500
7736182,175004
7736182,8619814
7736182,7005865
7736182,6255144
7736182,5861926
7736182,355917
13214,58098
13214,42603
13214,228630
13214,92057
13214,54935
13214,11466
13148,37303
13148,227729
13148,6537
13148,759900
13148,23807
6689,784726
6689,25051
6689,183436
6689,770614
6689,10065
6689,19307
6689,119253
6689,28875
6689,156770
6689,80674
6689,295801
6689,232576
14497,400354
14497,15161
14497,21324
65605,444380
65605,151370
65605,765301
65605,312081
65605,34284
65605,169879
65605,201342
65605,23617
65605,24963
2802316,5212771
2802316,6371117
2802316,2753843
2802316,9761778
2802316,5604848
2802316,2051840
2802316,13533758
2802316,9581001
2802316,1326258
2802316,8803932
2802316,23225
21853621,25776122
21853621,21936857
21853621,25813937
21853621,11010251
21853621,15942636
21853621,25893693
21853621,18232495
21853621,21104828
3063499,366342
3063499,295406
16101128,14743784
16101128,13514612
16101128,13517455
16101128,13571953
16101128,13188615
16101128,12753231
16101128,13062488
16101128,12157407
16101128,12383869
16101128,9867814
16101128,13253276
16101128,10165761
389627,153865
389627,8229399
389627,13591296
389627,476909
389627,820517
389627,271631
6936382,7417780
6936382,5819551
6936382,7664334
6936382,12813860
6936382,7137775
6936382,10637697
6936382,17233800
6936382,9462775
6936382,6609714
6936382,6584188
6936382,12154294
6936382,781132
6936382,6882274
6936382,10801027
366522,7537072
366522,905885
228665,795034
228665,7235533
228665,28484
228665,4703427
228665,110694
228665,50027
228665,45109
228665,13813
228665,43889
228665,15567
10644930,373915
10644930,6506307
10644930,341735
10644930,66370
191139,201138
191139,301736
191139,94803
191139,967494
191139,262050
191139,765148
191139,1908511
191139,420297
191139,201434
191139,125507
11614718,8901953
11614718,11112619
11614718,9424367
11614718,9917938
11614718,8665876
11614718,6933141
11614718,7827221
11614718,13188615
11614718,12924275
11614718,10193062
11614718,9680114
11614718,8535273
11614718,15754052
11614718,9858517
11614718,12043771
20910157,20170296
20910157,23705512
20910157,22488052
20910157,25065629
20910157,12358
20910157,17345259
20910157,25422234
7812659,114188
2282133,2295829
2282133,6371117
2282133,6319978
2282133,13049981
2282133,7801124
2282133,263171
2282133,6262365
2282133,3570231
2282133,13644052
2282133,7239607
22034,158141
22034,57727
22034,124918
22034,147210
22034,33609
22034,3764
22034,126232
3412,159178
3412,10222
3412,369110
3412,182496
3412,12658
3412,42697
3412,546018
3412,21484
3412,256008
3412,350065
3412,402093
7747374,10433900
7747374,5894600
7747374,544891
7747374,8709640
7747374,13401993
7747374,11563110
7747374,6686092
7747374,319644
7747374,9662386
7747374,7831742
7747374,7157310
113946,201138
113946,756342
113946,900274
113946,340489
113946,196970
113946,774001
113946,1287540
113946,420282
113946,262050
355697,55428
355697,92417
11387515,18225037
11387515,13262061
11387515,10047243
11387515,11982396
11387515,12926804
11387515,11288619
11387515,12860772
11387515,11699349
11387515,9165406
11387515,13414183
11387515,12384984
13596809,16139641
13596809,13612739
13596809,16070018
13596809,13639050
13596809,12710035
13596809,15704485
13596809,11665750
13596809,17411703
13596809,15902794
13596809,15748335
13596809,17372058
13596809,15724654
13596809,13560262
121749,312081
121749,24782
121749,199155
121749,24963
121749,6081980
121749,444380
121749,60179
45978,215542
45978,2866413
45978,2179276
45978,127823
45978,393147
45978,13834
45978,112969
45978,28195
45978,59264
345627,2295829
345627,6371117
345627,6780439
345627,13047090
345627,8542996
345627,9728843
345627,3570231
345627,3054684
345627,13533758
345627,9760071
345627,8428064
345627,6319978
6319,10065
6319,443658
6319,1099466
6319,79549
6319,295809
6319,125404
6319,816752
6319,244338
1215032,10790277
1215032,2890090
1215032,3428935
1215032,3754016
1215032,2767793
1215032,175983
1215032,2903736
1215032,944076
1215032,7904453
13158800,16127238
13158800,2138727
13158800,15808322
13158800,12002819
13158800,16085517
13158800,10002296
13158800,13642950
13158800,13624683
236093,638559
236093,152380
236093,240815
236093,79549
236093,296866
236093,180617
236093,97090
236093,7909
236093,38673
14748,227941
14748,82747
14748,23217
14748,2120652
17250,253264
17250,12274
17250,133974
17250,37526
1371,229575
1371,12914
1371,1519
1371,209828
1371,1715
1371,75586
32929,4600
32929,17797344
32929,201146
32929,284665
32929,682920
119324,334643
119324,24782
119324,48722
